Aula,SSID,BSSID,Intensity,Quality
q2-1003,eduroam,34:fc:b9:19:82:c1,-48,89
q2-1003,UAB,34:fc:b9:19:82:d0,-55,87
q2-1003,eduroam,34:fc:b9:19:82:d1,-51,87
q2-1003,UAB,34:fc:b9:19:80:80,-68,72
q2-1003,UAB,34:fc:b9:19:7c:d1,-71,65
q2-1003,eduroam,34:fc:b9:19:7c:d0,-71,65
q2-1003,eduroam,34:fc:b9:19:7c:c0,-71,65
q2-1003,UAB,34:fc:b9:19:7c:c1,-72,62
q2-1003,UAB,34:fc:b9:19:80:90,-73,60
q2-1003,UAB,34:fc:b9:19:82:e1,-78,43
q2-1003,eduroam,94:64:24:0c:bf:f0,-78,43
q2-1003,UAB,94:64:24:0a:48:d1,-78,43
q2-1003,eduroam,bc:9f:e4:15:db:61,-78,43
q2-1003,eduroam,94:64:24:0a:48:d0,-79,40
q2-1003,UAB,34:fc:b9:19:76:c1,-79,40
q2-1003,eduroam,34:fc:b9:19:82:e0,-80,38
q2-1003,eduroam,34:fc:b9:19:7f:20,-80,38
q2-1003,UAB,34:fc:b9:19:7f:21,-81,35
q2-1003,eduroam,34:fc:b9:19:76:c0,-81,35
q2-1003,UAB,34:fc:b9:19:7e:61,-82,33
q2-1003,UAB,34:fc:b9:19:7f:61,-82,33
q2-1003,UAB,bc:9f:e4:15:db:70,-83,31
q2-1003,UAB,34:fc:b9:19:88:01,-83,31
q2-1003,UAB,bc:9f:e4:15:db:60,-84,29
q2-1003,eduroam,bc:9f:e4:15:db:71,-85,26
q2-1003,UAB,34:fc:b9:19:7f:31,-86,24
q2-1003,eduroam,34:fc:b9:19:7e:60,-86,24
q2-1003,UAB,bc:9f:e4:15:e7:c0,-86,24
q2-1003,eduroam,34:fc:b9:19:7f:30,-86,24
q2-1003,UAB,34:fc:b9:19:78:61,-87,22
q2-1003,UAB,80:8d:b7:0c:54:41,-88,20
q2-1003,eduroam,bc:9f:e4:15:e7:c1,-89,18
q2-1003,eduroam,34:fc:b9:19:76:d0,-89,18
q2-1003,UAB,34:fc:b9:19:76:d1,-89,18
q2-1003,eduroam,34:fc:b9:19:7f:70,-90,16
q2-1003,UAB,34:fc:b9:19:7f:71,-90,16
q2-1003,eduroam,94:64:24:0d:37:31,-91,14
q2-1003,UAB,34:fc:b9:19:82:f1,-91,14
q2-1003,eduroam,34:fc:b9:19:7f:60,-91,14
q2-1003,eduroam,94:64:24:0c:c0:10,-91,14
q2-1003,UAB,94:64:24:0d:37:30,-92,13
q2-1003,UAB,94:64:24:0c:bf:f1,-92,13
q2-1003,eduroam,34:fc:b9:19:82:f0,-92,13
q2-1003,UAB,94:64:24:0e:83:11,-92,13
q2-1003,UAB,94:64:24:0c:c0:11,-92,13
q2-1003,eduroam,80:8d:b7:0c:99:81,-93,11
q2-1003,UAB,80:8d:b7:0c:99:80,-93,11
q2-1003,eduroam,94:64:24:0e:83:10,-94,10
q2-1003,UAB,34:fc:b9:19:82:c0,-44,91
q2-1003,eduroam,34:fc:b9:19:82:c1,-44,91
q2-1003,UAB,34:fc:b9:19:82:d0,-54,87
q2-1003,eduroam,34:fc:b9:19:82:d1,-52,87
q2-1003,eduroam,bc:9f:e4:15:db:61,-65,80
q2-1003,eduroam,34:fc:b9:19:7c:c0,-71,65
q2-1003,UAB,34:fc:b9:19:7c:c1,-72,62
q2-1003,eduroam,34:fc:b9:19:80:81,-73,60
q2-1003,UAB,34:fc:b9:19:7c:d1,-77,46
q2-1003,eduroam,34:fc:b9:19:7c:d0,-77,46
q2-1003,UAB,34:fc:b9:19:82:e1,-79,40
q2-1003,eduroam,34:fc:b9:19:82:e0,-79,40
q2-1003,UAB,34:fc:b9:19:76:c1,-79,40
q2-1003,eduroam,34:fc:b9:19:7f:20,-80,38
q2-1003,eduroam,34:fc:b9:19:76:c0,-80,38
q2-1003,UAB,34:fc:b9:19:7f:21,-81,35
q2-1003,UAB,bc:9f:e4:15:db:70,-82,33
q2-1003,eduroam,bc:9f:e4:15:db:71,-82,33
q2-1003,UAB,bc:9f:e4:15:db:60,-84,29
q2-1003,eduroam,94:64:24:0a:48:d0,-85,26
q2-1003,eduroam,34:fc:b9:19:7e:60,-86,24
q2-1003,UAB,bc:9f:e4:15:e7:c0,-86,24
q2-1003,eduroam,bc:9f:e4:15:e7:c1,-87,22
q2-1003,eduroam,34:fc:b9:19:76:d0,-89,18
q2-1003,UAB,34:fc:b9:19:76:d1,-89,18
q2-1003,UAB,34:fc:b9:19:7f:31,-91,14
q2-1003,eduroam,94:64:24:0d:37:31,-91,14
q2-1003,UAB,34:fc:b9:19:82:f1,-91,14
q2-1003,eduroam,80:8d:b7:0c:54:40,-91,14
q2-1003,eduroam,94:64:24:0c:c0:10,-91,14
q2-1003,UAB,94:64:24:0d:37:30,-92,13
q2-1003,UAB,94:64:24:0c:bf:f1,-92,13
q2-1003,eduroam,34:fc:b9:19:82:f0,-92,13
q2-1003,UAB,94:64:24:0c:c0:11,-92,13
q2-1003,eduroam,34:fc:b9:19:7f:30,-93,11
q2-1003,eduroam,80:8d:b7:0c:99:81,-93,11
q2-1003,UAB,34:fc:b9:19:82:c0,-40,93
q2-1003,eduroam,34:fc:b9:19:82:c1,-43,92
q2-1003,eduroam,34:fc:b9:19:82:d1,-44,91
q2-1003,UAB,34:fc:b9:19:82:d0,-50,87
q2-1003,eduroam,bc:9f:e4:15:db:61,-67,75
q2-1003,eduroam,34:fc:b9:19:80:81,-73,60
q2-1003,UAB,34:fc:b9:19:7c:c1,-73,60
q2-1003,eduroam,34:fc:b9:19:7c:c0,-73,60
q2-1003,UAB,34:fc:b9:19:82:e1,-79,40
q2-1003,UAB,34:fc:b9:19:76:c1,-79,40
q2-1003,eduroam,34:fc:b9:19:76:c0,-79,40
q2-1003,eduroam,34:fc:b9:19:7f:20,-81,35
q2-1003,UAB,34:fc:b9:19:7f:21,-81,35
q2-1003,eduroam,34:fc:b9:19:82:e0,-83,31
q2-1003,UAB,bc:9f:e4:15:db:60,-84,29
q2-1003,UAB,bc:9f:e4:15:e7:c0,-85,26
q2-1003,eduroam,94:64:24:0a:48:d0,-85,26
q2-1003,eduroam,34:fc:b9:19:7e:60,-86,24
q2-1003,UAB,34:fc:b9:19:7c:d1,-86,24
q2-1003,eduroam,34:fc:b9:19:7c:d0,-86,24
q2-1003,UAB,bc:9f:e4:15:db:70,-87,22
q2-1003,eduroam,bc:9f:e4:15:e7:c1,-87,22
q2-1003,eduroam,48:00:20:92:6c:d1,-87,22
q2-1003,eduroam,bc:9f:e4:15:db:71,-88,20
q2-1003,eduroam,34:fc:b9:19:76:d0,-89,18
q2-1003,UAB,34:fc:b9:19:76:d1,-89,18
q2-1003,UAB,94:64:24:0c:c0:11,-89,18
q2-1003,eduroam,94:64:24:0c:c0:10,-89,18
q2-1003,eduroam,80:8d:b7:0c:54:40,-90,16
q2-1003,UAB,34:fc:b9:19:7f:31,-91,14
q2-1003,eduroam,94:64:24:0d:37:31,-91,14
q2-1003,UAB,34:fc:b9:19:82:f1,-91,14
q2-1003,UAB,94:64:24:0d:37:30,-92,13
q2-1003,UAB,94:64:24:0c:bf:f1,-92,13
q2-1003,eduroam,34:fc:b9:19:82:f0,-92,13
q2-1003,UAB,34:fc:b9:19:82:61,-92,13
q2-1003,UAB,94:64:24:0a:48:d1,-93,11
q2-1003,eduroam,34:fc:b9:19:7f:30,-93,11
q2-1003,eduroam,80:8d:b7:0c:99:81,-93,11
q2-1003,eduroam,34:fc:b9:19:82:c1,-43,92
q2-1003,eduroam,34:fc:b9:19:82:d1,-43,92
q2-1003,UAB,34:fc:b9:19:82:c0,-47,90
q2-1003,UAB,34:fc:b9:19:82:d0,-48,88
q2-1003,eduroam,34:fc:b9:19:80:81,-73,60
q2-1003,eduroam,34:fc:b9:19:7c:c0,-74,57
q2-1003,UAB,34:fc:b9:19:7c:c1,-75,53
q2-1003,UAB,34:fc:b9:19:76:c1,-75,53
q2-1003,eduroam,34:fc:b9:19:76:c0,-79,40
q2-1003,UAB,34:fc:b9:19:80:80,-80,38
q2-1003,eduroam,34:fc:b9:19:7f:20,-81,35
q2-1003,UAB,bc:9f:e4:15:db:60,-81,35
q2-1003,UAB,34:fc:b9:19:82:e1,-83,31
q2-1003,eduroam,34:fc:b9:19:82:e0,-83,31
q2-1003,UAB,34:fc:b9:19:7f:21,-83,31
q2-1003,eduroam,bc:9f:e4:15:db:61,-83,31
q2-1003,UAB,34:fc:b9:19:7f:31,-85,26
q2-1003,eduroam,94:64:24:0c:bf:f0,-85,26
q2-1003,UAB,bc:9f:e4:15:e7:c0,-85,26
q2-1003,eduroam,94:64:24:0a:48:d0,-85,26
q2-1003,eduroam,bc:9f:e4:15:db:71,-85,26
q2-1003,eduroam,34:fc:b9:19:7e:60,-86,24
q2-1003,eduroam,34:fc:b9:19:7f:30,-86,24
q2-1003,UAB,34:fc:b9:19:7c:d1,-86,24
q2-1003,eduroam,34:fc:b9:19:7c:d0,-86,24
q2-1003,UAB,bc:9f:e4:15:db:70,-87,22
q2-1003,eduroam,bc:9f:e4:15:e7:c1,-87,22
q2-1003,eduroam,48:00:20:92:6c:d1,-87,22
q2-1003,eduroam,34:fc:b9:19:76:d0,-89,18
q2-1003,UAB,34:fc:b9:19:76:d1,-89,18
q2-1003,UAB,94:64:24:0c:c0:11,-89,18
q2-1003,eduroam,94:64:24:0d:37:31,-90,16
q2-1003,eduroam,80:8d:b7:0c:54:40,-90,16
q2-1003,UAB,34:fc:b9:19:82:f1,-91,14
q2-1003,eduroam,94:64:24:0c:c0:10,-91,14
q2-1003,UAB,94:64:24:0d:37:30,-92,13
q2-1003,UAB,94:64:24:0c:bf:f1,-92,13
q2-1003,eduroam,34:fc:b9:19:82:f0,-92,13
q2-1003,UAB,34:fc:b9:19:82:61,-92,13
q2-1003,UAB,94:64:24:0a:48:d1,-93,11
q2-1003,eduroam,80:8d:b7:0c:99:81,-93,11
q4-1013,UAB,34:fc:b9:19:7e:01,-48,89
q4-1013,eduroam,34:fc:b9:19:7e:00,-48,89
q4-1013,UAB,34:fc:b9:19:7e:11,-49,88
q4-1013,eduroam,34:fc:b9:19:7e:10,-49,88
q4-1013,eduroam,34:fc:b9:19:84:41,-62,81
q4-1013,UAB,34:fc:b9:19:84:40,-65,80
q4-1013,eduroam,94:64:24:0c:c0:b0,-66,78
q4-1013,UAB,94:64:24:0c:c0:b1,-67,75
q4-1013,UAB,94:64:24:0e:1c:80,-71,65
q4-1013,eduroam,94:64:24:0e:1c:81,-72,62
q4-1013,eduroam,94:64:24:0c:c0:d0,-73,60
q4-1013,UAB,bc:9f:e4:15:f5:c0,-74,57
q4-1013,UAB,34:fc:b9:19:87:81,-75,53
q4-1013,eduroam,34:fc:b9:19:87:90,-77,46
q4-1013,UAB,34:fc:b9:19:87:91,-77,46
q4-1013,UAB,34:fc:b9:19:7f:c1,-78,43
q4-1013,UAB,94:64:24:0a:48:d1,-78,43
q4-1013,UAB,34:fc:b9:19:7f:21,-78,43
q4-1013,eduroam,34:fc:b9:19:87:80,-80,38
q4-1013,UAB,34:fc:b9:19:76:d1,-80,38
q4-1013,UAB,94:64:24:0e:1c:a0,-81,35
q4-1013,eduroam,94:64:24:0e:1c:a1,-81,35
q4-1013,eduroam,94:64:24:0d:37:31,-81,35
q4-1013,UAB,80:8d:b7:0c:99:80,-81,35
q4-1013,UAB,34:fc:b9:19:76:c1,-82,33
q4-1013,eduroam,80:8d:b7:0c:99:81,-82,33
q4-1013,UAB,94:64:24:0d:37:30,-84,29
q4-1013,UAB,34:fc:b9:19:82:61,-84,29
q4-1013,eduroam,bc:9f:e4:15:f5:d1,-85,26
q4-1013,UAB,bc:9f:e4:15:f5:d0,-85,26
q4-1013,UAB,34:fc:b9:19:7f:31,-86,24
q4-1013,UAB,34:fc:b9:19:84:50,-87,22
q4-1013,eduroam,34:fc:b9:19:7c:d0,-87,22
q4-1013,eduroam,80:8d:b7:0c:99:91,-88,20
q4-1013,UAB,80:8d:b7:0c:99:90,-88,20
q4-1013,eduroam,34:fc:b9:19:7b:91,-88,20
q4-1013,UAB,94:64:24:0e:83:11,-88,20
q4-1013,UAB,34:fc:b9:19:82:d0,-89,18
q4-1013,UAB,34:fc:b9:19:82:c0,-90,16
q4-1013,eduroam,34:fc:b9:19:7b:81,-90,16
q4-1013,eduroam,94:64:24:0d:30:10,-90,16
q4-1013,UAB,34:fc:b9:19:7b:90,-90,16
q4-1013,UAB,34:fc:b9:19:7c:d1,-90,16
q4-1013,UAB,94:64:24:0d:30:11,-90,16
q4-1013,UAB,34:fc:b9:19:7b:80,-91,14
q4-1013,eduroam,94:64:24:0d:30:30,-91,14
q4-1013,UAB,34:fc:b9:19:82:71,-91,14
q4-1013,UAB,94:64:24:0d:30:31,-91,14
q4-1013,eduroam,34:fc:b9:19:82:70,-91,14
q4-1013,eduroam,94:64:24:0a:48:d0,-91,14
q4-1013,UAB,94:64:24:0b:79:b1,-91,14
q4-1013,UAB,94:64:24:0c:c0:d1,-92,13
q4-1013,UAB,34:fc:b9:19:88:11,-92,13
q4-1013,UAB,94:64:24:0d:37:50,-93,11
q4-1013,UAB,34:fc:b9:19:7e:01,-48,89
q4-1013,eduroam,34:fc:b9:19:7e:00,-48,89
q4-1013,UAB,34:fc:b9:19:7e:11,-54,86
q4-1013,eduroam,34:fc:b9:19:7e:10,-54,86
q4-1013,eduroam,94:64:24:0c:c0:b0,-66,78
q4-1013,UAB,94:64:24:0c:c0:b1,-67,75
q4-1013,eduroam,94:64:24:0e:1c:81,-69,70
q4-1013,UAB,94:64:24:0e:1c:80,-69,70
q4-1013,UAB,bc:9f:e4:15:f5:c0,-74,57
q4-1013,eduroam,34:fc:b9:19:87:80,-75,53
q4-1013,UAB,94:64:24:0e:1c:a0,-76,50
q4-1013,eduroam,94:64:24:0e:1c:a1,-76,50
q4-1013,eduroam,34:fc:b9:19:87:90,-77,46
q4-1013,UAB,34:fc:b9:19:87:91,-79,46
q4-1013,UAB,34:fc:b9:19:7f:c1,-78,43
q4-1013,UAB,94:64:24:0a:48:d1,-78,43
q4-1013,UAB,34:fc:b9:19:87:81,-79,40
q4-1013,eduroam,94:64:24:0d:37:31,-81,35
q4-1013,eduroam,bc:9f:e4:15:f5:c1,-81,35
q4-1013,UAB,34:fc:b9:19:76:c1,-82,33
q4-1013,UAB,94:64:24:0d:37:30,-84,29
q4-1013,UAB,80:8d:b7:0c:99:80,-86,24
q4-1013,eduroam,80:8d:b7:0c:99:81,-86,24
q4-1013,eduroam,bc:9f:e4:15:f5:d1,-87,22
q4-1013,UAB,bc:9f:e4:15:f5:d0,-87,22
q4-1013,UAB,34:fc:b9:19:84:50,-87,22
q4-1013,eduroam,80:8d:b7:0c:99:91,-88,20
q4-1013,UAB,80:8d:b7:0c:99:90,-88,20
q4-1013,eduroam,34:fc:b9:19:7b:91,-88,20
q4-1013,eduroam,34:fc:b9:19:7b:81,-90,16
q4-1013,eduroam,94:64:24:0d:30:10,-90,16
q4-1013,UAB,34:fc:b9:19:7b:90,-90,16
q4-1013,UAB,94:64:24:0d:30:11,-90,16
q4-1013,eduroam,94:64:24:0b:79:b0,-91,14
q4-1013,UAB,34:fc:b9:19:7b:80,-91,14
q4-1013,eduroam,94:64:24:0d:30:30,-91,14
q4-1013,UAB,34:fc:b9:19:82:71,-91,14
q4-1013,UAB,94:64:24:0d:30:31,-91,14
q4-1013,eduroam,34:fc:b9:19:82:70,-91,14
q4-1013,eduroam,94:64:24:0a:48:d0,-91,14
q4-1013,UAB,94:64:24:0b:79:b1,-91,14
q4-1013,UAB,94:64:24:0c:c0:d1,-92,13
q4-1013,UAB,94:64:24:0e:83:11,-92,13
q4-1013,UAB,34:fc:b9:19:7e:11,-47,91
q4-1013,eduroam,34:fc:b9:19:7e:10,-49,88
q4-1013,UAB,34:fc:b9:19:7e:01,-51,87
q4-1013,eduroam,34:fc:b9:19:7e:00,-51,87
q4-1013,eduroam,94:64:24:0e:1c:81,-58,83
q4-1013,UAB,94:64:24:0e:1c:80,-59,83
q4-1013,eduroam,bc:9f:e4:15:f5:c1,-67,75
q4-1013,eduroam,34:fc:b9:19:87:80,-69,70
q4-1013,eduroam,34:fc:b9:19:87:90,-70,67
q4-1013,UAB,34:fc:b9:19:87:91,-70,67
q4-1013,UAB,94:64:24:0e:1c:a0,-72,62
q4-1013,eduroam,94:64:24:0e:1c:a1,-72,62
q4-1013,UAB,34:fc:b9:19:87:81,-73,60
q4-1013,UAB,bc:9f:e4:15:f5:c0,-74,57
q4-1013,UAB,bc:9f:e4:15:f5:d0,-77,46
q4-1013,eduroam,bc:9f:e4:15:f5:d1,-78,43
q4-1013,UAB,94:64:24:0d:37:30,-84,29
q4-1013,UAB,94:64:24:0b:79:b1,-85,26
q4-1013,eduroam,94:64:24:0d:30:30,-86,24
q4-1013,eduroam,80:8d:b7:0c:99:81,-86,24
q4-1013,UAB,94:64:24:0d:30:31,-87,22
q4-1013,UAB,80:8d:b7:0c:99:80,-87,22
q4-1013,eduroam,80:8d:b7:0c:99:91,-88,20
q4-1013,UAB,80:8d:b7:0c:99:90,-88,20
q4-1013,eduroam,94:64:24:0d:30:10,-90,16
q4-1013,UAB,94:64:24:0e:83:11,-90,16
q4-1013,eduroam,94:64:24:0b:79:b0,-91,14
q4-1013,eduroam,94:64:24:0a:48:d0,-91,14
q4-1013,UAB,34:fc:b9:19:7f:c1,-91,14
q4-1013,eduroam,34:fc:b9:19:7f:c0,-91,14
q4-1013,UAB,94:64:24:0d:30:11,-92,13
q4-1013,eduroam,34:fc:b9:19:7e:00,-47,90
q4-1013,UAB,34:fc:b9:19:7e:01,-48,89
q4-1013,UAB,34:fc:b9:19:7e:11,-51,88
q4-1013,eduroam,34:fc:b9:19:7e:10,-51,87
q4-1013,UAB,94:64:24:0e:1c:a0,-63,81
q4-1013,eduroam,94:64:24:0e:1c:a1,-63,81
q4-1013,UAB,94:64:24:0e:1c:80,-63,81
q4-1013,eduroam,94:64:24:0e:1c:81,-64,80
q4-1013,UAB,34:fc:b9:19:87:81,-65,80
q4-1013,eduroam,bc:9f:e4:15:f5:c1,-67,75
q4-1013,eduroam,34:fc:b9:19:87:80,-67,75
q4-1013,eduroam,34:fc:b9:19:87:90,-73,60
q4-1013,UAB,34:fc:b9:19:87:91,-73,60
q4-1013,UAB,bc:9f:e4:15:f5:c0,-74,57
q4-1013,eduroam,bc:9f:e4:15:f5:d1,-79,40
q4-1013,UAB,bc:9f:e4:15:f5:d0,-79,40
q4-1013,eduroam,94:64:24:0b:79:b0,-82,33
q4-1013,UAB,94:64:24:0d:37:30,-84,29
q4-1013,UAB,94:64:24:0b:79:b1,-85,26
q4-1013,UAB,94:64:24:0d:30:31,-86,24
q4-1013,UAB,94:64:24:0d:30:11,-86,24
q4-1013,eduroam,94:64:24:0d:30:30,-87,22
q4-1013,UAB,80:8d:b7:0c:99:80,-87,22
q4-1013,eduroam,80:8d:b7:0c:99:91,-88,20
q4-1013,UAB,80:8d:b7:0c:99:90,-88,20
q4-1013,eduroam,94:64:24:0d:30:10,-88,20
q4-1013,eduroam,80:8d:b7:0c:99:81,-88,20
q4-1013,UAB,94:64:24:0e:83:11,-90,16
q4-1013,eduroam,94:64:24:0a:48:d0,-91,14
q4-1013,UAB,34:fc:b9:19:7f:c1,-91,14
q4-1013,eduroam,34:fc:b9:19:7f:c0,-91,14
q4-1013,UAB,34:fc:b9:19:7e:01,-44,91
q4-1013,eduroam,34:fc:b9:19:7e:00,-44,91
q4-1013,UAB,34:fc:b9:19:7e:11,-59,86
q4-1013,eduroam,34:fc:b9:19:7e:10,-53,86
q4-1013,eduroam,94:64:24:0e:1c:81,-61,82
q4-1013,UAB,94:64:24:0e:1c:80,-63,81
q4-1013,UAB,94:64:24:0e:1c:a0,-64,80
q4-1013,eduroam,94:64:24:0e:1c:a1,-64,80
q4-1013,eduroam,bc:9f:e4:15:f5:c1,-67,75
q4-1013,UAB,bc:9f:e4:15:f5:c0,-67,75
q4-1013,UAB,34:fc:b9:19:87:81,-68,72
q4-1013,eduroam,34:fc:b9:19:87:80,-68,72
q4-1013,eduroam,34:fc:b9:19:87:90,-74,57
q4-1013,UAB,34:fc:b9:19:87:91,-74,57
q4-1013,eduroam,bc:9f:e4:15:f5:d1,-83,31
q4-1013,UAB,bc:9f:e4:15:f5:d0,-83,31
q4-1013,UAB,94:64:24:0d:30:11,-83,31
q4-1013,UAB,94:64:24:0d:37:30,-84,29
q4-1013,eduroam,94:64:24:0b:79:b0,-85,26
q4-1013,UAB,94:64:24:0b:79:b1,-85,26
q4-1013,eduroam,80:8d:b7:0c:99:91,-87,22
q4-1013,UAB,80:8d:b7:0c:99:80,-87,22
q4-1013,eduroam,94:64:24:0d:37:31,-88,20
q4-1013,UAB,80:8d:b7:0c:99:90,-88,20
q4-1013,eduroam,94:64:24:0d:30:10,-88,20
q4-1013,eduroam,80:8d:b7:0c:99:81,-88,20
q4-1013,eduroam,94:64:24:0d:30:30,-90,16
q4-1013,UAB,94:64:24:0d:30:31,-90,16
q4-1013,UAB,94:64:24:0e:83:11,-90,16
q4-1013,eduroam,94:64:24:0a:48:d0,-91,14
q4-1013,UAB,34:fc:b9:19:7f:c1,-91,14
q4-1013,eduroam,34:fc:b9:19:7f:c0,-91,14
q1-1003,eduroam,34:fc:b9:19:82:e0,-47,90
q1-1003,UAB,34:fc:b9:19:82:e1,-46,90
q1-1003,eduroam,34:fc:b9:19:82:f0,-51,87
q1-1003,UAB,34:fc:b9:19:82:f1,-54,86
q1-1003,UAB,48:00:20:93:9c:f0,-73,60
q1-1003,eduroam,34:fc:b9:19:7e:60,-74,57
q1-1003,UAB,34:fc:b9:19:82:c0,-74,57
q1-1003,UAB,94:64:24:0e:bc:40,-77,46
q1-1003,UAB,34:fc:b9:19:7e:61,-77,46
q1-1003,UAB,34:fc:b9:19:7e:71,-78,43
q1-1003,eduroam,34:fc:b9:19:7e:70,-78,43
q1-1003,UAB,34:fc:b9:19:7c:c1,-78,43
q1-1003,eduroam,34:fc:b9:19:7c:c0,-79,40
q1-1003,eduroam,bc:9f:e4:15:e7:c1,-79,40
q1-1003,UAB,bc:9f:e4:15:e7:c0,-79,40
q1-1003,eduroam,94:64:24:0c:08:60,-80,38
q1-1003,eduroam,34:fc:b9:19:80:81,-81,35
q1-1003,eduroam,e8:26:89:78:94:a0,-81,35
q1-1003,eduroam,34:fc:b9:19:82:c1,-81,35
q1-1003,UAB,94:64:24:0c:08:61,-82,33
q1-1003,UAB,bc:9f:e4:15:db:60,-82,33
q1-1003,UAB,34:fc:b9:19:84:40,-82,33
q1-1003,eduroam,34:fc:b9:19:7c:d0,-83,31
q1-1003,UAB,48:00:20:93:f4:80,-84,29
q1-1003,UAB,bc:9f:e4:15:e7:d0,-84,29
q1-1003,UAB,80:8d:b7:0c:54:41,-84,29
q1-1003,eduroam,bc:9f:e4:15:e7:d1,-84,29
q1-1003,UAB,34:fc:b9:19:80:80,-84,29
q1-1003,eduroam,48:00:20:93:f4:81,-84,29
q1-1003,eduroam,34:fc:b9:19:82:d1,-85,26
q1-1003,UAB,34:fc:b9:19:82:d0,-85,26
q1-1003,UAB,34:fc:b9:19:78:71,-85,26
q1-1003,eduroam,48:00:20:93:f4:71,-86,24
q1-1003,eduroam,80:8d:b7:0b:e0:83,-86,24
q1-1003,eduroam,80:8d:b7:0c:54:50,-87,22
q1-1003,eduroam,34:fc:b9:19:78:70,-87,22
q1-1003,UAB,80:8d:b7:0c:54:51,-88,20
q1-1003,UAB,34:fc:b9:19:7c:d1,-88,20
q1-1003,UAB,48:00:20:93:f4:70,-89,18
q1-1003,eduroam,bc:9f:e4:15:db:61,-89,18
q1-1003,UAB,94:64:24:0c:08:81,-90,16
q1-1003,eduroam,94:64:24:0c:08:80,-90,16
q1-1003,eduroam,48:00:20:92:6c:d1,-90,16
q1-1003,UAB,34:fc:b9:19:84:50,-90,16
q1-1003,eduroam,34:fc:b9:19:84:51,-91,14
q1-1003,eduroam,34:fc:b9:19:78:60,-91,14
q1-1003,UAB,48:00:20:93:49:a0,-91,14
q1-1003,UAB,48:00:20:92:6c:d0,-91,14
q1-1003,eduroam,48:00:20:93:49:a1,-92,13
q1-1003,UAB,48:00:20:94:2f:c1,-93,11
q1-1003,eduroam,48:00:20:94:2f:c0,-94,10
q1-1003,UAB,34:fc:b9:19:82:e1,-48,89
q1-1003,eduroam,34:fc:b9:19:82:e0,-49,88
q1-1003,eduroam,34:fc:b9:19:82:f0,-49,88
q1-1003,UAB,34:fc:b9:19:82:f1,-54,87
q1-1003,UAB,48:00:20:93:9c:f0,-73,60
q1-1003,UAB,34:fc:b9:19:82:c0,-74,57
q1-1003,UAB,bc:9f:e4:15:e7:c0,-74,57
q1-1003,eduroam,34:fc:b9:19:7e:60,-75,53
q1-1003,eduroam,bc:9f:e4:15:e7:c1,-75,53
q1-1003,UAB,94:64:24:0e:bc:40,-77,46
q1-1003,UAB,34:fc:b9:19:7e:61,-77,46
q1-1003,UAB,34:fc:b9:19:7c:c1,-77,46
q1-1003,UAB,80:8d:b7:0c:54:41,-79,40
q1-1003,eduroam,34:fc:b9:19:7c:c0,-79,40
q1-1003,eduroam,34:fc:b9:19:7e:70,-80,38
q1-1003,eduroam,34:fc:b9:19:80:81,-81,35
q1-1003,UAB,bc:9f:e4:15:e7:d0,-81,35
q1-1003,eduroam,e8:26:89:78:94:a0,-81,35
q1-1003,eduroam,bc:9f:e4:15:e7:d1,-81,35
q1-1003,UAB,34:fc:b9:19:7e:71,-81,35
q1-1003,eduroam,34:fc:b9:19:82:c1,-81,35
q1-1003,eduroam,80:8d:b7:0c:54:40,-82,33
q1-1003,UAB,bc:9f:e4:15:db:60,-82,33
q1-1003,UAB,34:fc:b9:19:84:40,-82,33
q1-1003,UAB,48:00:20:93:f4:80,-84,29
q1-1003,UAB,34:fc:b9:19:80:80,-84,29
q1-1003,eduroam,48:00:20:93:f4:81,-84,29
q1-1003,UAB,80:8d:b7:0c:54:51,-85,26
q1-1003,eduroam,34:fc:b9:19:82:d1,-85,26
q1-1003,UAB,34:fc:b9:19:82:d0,-85,26
q1-1003,eduroam,80:8d:b7:0c:54:50,-85,26
q1-1003,UAB,34:fc:b9:19:78:71,-85,26
q1-1003,UAB,34:fc:b9:19:7c:d1,-85,26
q1-1003,eduroam,34:fc:b9:19:7c:d0,-85,26
q1-1003,eduroam,48:00:20:93:f4:71,-86,24
q1-1003,eduroam,80:8d:b7:0b:e0:83,-86,24
q1-1003,eduroam,94:64:24:0c:08:60,-87,22
q1-1003,eduroam,34:fc:b9:19:78:70,-87,22
q1-1003,UAB,94:64:24:0c:08:61,-87,22
q1-1003,UAB,48:00:20:93:f4:70,-89,18
q1-1003,eduroam,bc:9f:e4:15:db:61,-89,18
q1-1003,UAB,94:64:24:0c:08:81,-90,16
q1-1003,eduroam,94:64:24:0c:08:80,-90,16
q1-1003,eduroam,48:00:20:92:6c:d1,-90,16
q1-1003,UAB,34:fc:b9:19:84:50,-90,16
q1-1003,eduroam,34:fc:b9:19:84:51,-91,14
q1-1003,eduroam,34:fc:b9:19:78:60,-91,14
q1-1003,UAB,48:00:20:93:49:a0,-91,14
q1-1003,UAB,48:00:20:92:6c:d0,-91,14
q1-1003,UAB,94:64:24:0c:bf:f1,-91,14
q1-1003,eduroam,48:00:20:93:49:a1,-92,13
q1-1003,UAB,48:00:20:94:2f:c1,-93,11
q1-1003,eduroam,48:00:20:94:2f:c0,-94,10
q1-1003,UAB,34:fc:b9:19:82:e1,-48,89
q1-1003,eduroam,34:fc:b9:19:82:e0,-49,88
q1-1003,eduroam,34:fc:b9:19:82:f0,-52,87
q1-1003,UAB,34:fc:b9:19:82:f1,-53,86
